id,collection_id,book_id,number,title,intro,ending,title_ar,intro_en,ending_en
45.0,1,8.0,45.0,"If someone enters a house, should he offer prayers where he likes, or as he is told? And he should not look out to seek information about the place or do spying","","","باب إِذَا دَخَلَ بَيْتًا يُصَلِّي حَيْثُ شَاءَ، أَوْ حَيْثُ أُمِرَ، وَلاَ يَتَجَسَّسُ","",""
46.0,1,8.0,46.0,"About (taking) the mosques in the houses","وَصَلَّى الْبَرَاءُ بْنُ عَازِبٍ فِي مَسْجِدِهِ فِي دَارِهِ جَمَاعَةً.","","باب الْمَسَاجِدِ فِي الْبُيُوتِ","",""
47.0,1,8.0,47.0,"While entering the mosques etc. one should start with the right foot","وَكَانَ ابْنُ عُمَرَ يَبْدَأُ بِرِجْلِهِ الْيُمْنَى، فَإِذَا خَرَجَ بَدَأَ بِرِجْلِهِ الْيُسْرَى.","","باب التَّيَمُّنِ فِي دُخُولِ الْمَسْجِدِ وَغَيْرِهِ","",""
48.0,1,8.0,48.0,"Is it permissible to dig the graves of pagans of the period of Ignorance, and to use that place as a mosque?","لِقَوْلِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «لَعَنَ اللَّهُ الْيَهُودَ، اتَّخَذُوا قُبُورَ أَنْبِيَائِهِمْ مَسَاجِدَ». وَمَا يُكْرَهُ مِنَ الصَّلاَةِ فِي الْقُبُورِ. وَرَأَى عُمَرُ أَنَسَ بْنَ مَالِكٍ يُصَلِّي عِنْدَ قَبْرٍ فَقَالَ الْقَبْرَ الْقَبْرَ. وَلَمْ يَأْمُرْهُ بِالإِعَادَةِ.","","بَابُ هَلْ تُنْبَشُ قُبُورُ مُشْرِكِي الْجَاهِلِيَّةِ، وَيُتَّخَذُ مَكَانَهَا مَسَاجِدَ","",""
49.0,1,8.0,49.0,"To offer As-Salat (the prayer) in a sheep-fold","","","باب الصَّلاَةِ فِي مَرَابِضِ الْغَنَمِ","",""
50.0,1,8.0,50.0,"To offer As-Salat (the prayer) in the camel yards (the places where the camels are stationed)","","","باب الصَّلاَةِ فِي مَوَاضِعِ الإِبِلِ","",""
51.0,1,8.0,51.0,"whoever offered Salat (prayer) with furnace or fire or any other worshipable thing in front of him but he intended Salat solely for Allah","وَقَالَ الزُّهْرِيُّ: أَخْبَرَنِي أَنَسٌ قَالَ: قَالَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «عُرِضَتْ عَلَيَّ النَّارُ وَأَنَا أُصَلِّي».","","باب مَنْ صَلَّى وَقُدَّامَهُ تَنُّورٌ أَوْ نَارٌ أَوْ شَىْءٌ مِمَّا يُعْبَدُ، فَأَرَادَ بِهِ اللَّهَ","",""
52.0,1,8.0,52.0,"The dislikeness of offering As-Salat (the prayers) in grave-yards","","","باب كَرَاهِيَةِ الصَّلاَةِ فِي الْمَقَابِرِ","",""
53.0,1,8.0,53.0,"(What is said about) offering Salat (Prayer) at the places where the earth had sunk down and Allah's punishment had fallen","وَيُذْكَرُ أَنَّ عَلِيًّا رَضِيَ اللَّهُ عَنْهُ كَرِهَ الصَّلاَةَ بِخَسْفِ بَابِلَ.","","باب الصَّلاَةِ فِي مَوَاضِعِ الْخَسْفِ وَالْعَذَابِ","",""
54.0,1,8.0,54.0,"To offer As-Salat (the prayer) in a church or in a temple etc.","وَقَالَ عُمَرُ رَضِيَ اللَّهُ عَنْهُ إِنَّا لاَ نَدْخُلُ كَنَائِسَكُمْ مِنْ أَجْلِ التَّمَاثِيلِ الَّتِي فِيهَا الصُّوَرَ. وَكَانَ ابْنُ عَبَّاسٍ يُصَلِّي فِي الْبِيعَةِ إِلاَّ بِيعَةً فِيهَا تَمَاثِيلُ.","","باب الصَّلاَةِ فِي الْبِيعَةِ","",""
55.0,1,8.0,55.0,Chapter,"","","باب","",""
56.0,1,8.0,56.0,"The sayings of the Prophet (ﷺ) ""The earth has been made for me a Masjid (place for praying) and a thing to purify (to perform Tayammum).""","","","باب قَوْلِ النَّبِيِّ صلى الله عليه وسلم ‏""‏ جُعِلَتْ لِيَ الأَرْضُ مَسْجِدًا وَطَهُورًا ‏""‏","",""
57.0,1,8.0,57.0,"Sleeping of a woman in the mosque (and residing in it)","","","باب نَوْمِ الْمَرْأَةِ فِي الْمَسْجِدِ","",""
58.0,1,8.0,58.0,"Sleeping of a men in the mosque","وَقَالَ أَبُو قِلاَبَةَ عَنْ أَنَسٍ قَدِمَ رَهْطٌ مِنْ عُكْلٍ عَلَى النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ فَكَانُوا فِي الصُّفَّةِ. وَقَالَ عَبْدُ الرَّحْمَنِ بْنُ أَبِي بَكْرٍ كَانَ أَصْحَابُ الصُّفَّةِ الْفُقَرَاءَ.","","باب نَوْمِ الرِّجَالِ فِي الْمَسْجِدِ","",""
59.0,1,8.0,59.0,"To offer As-Salat (the prayer) whe returning from a journey","وَقَالَ كَعْبُ بْنُ مَالِكٍ كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ إِذَا قَدِمَ مِنْ سَفَرٍ بَدَأَ بِالْمَسْجِدِ فَصَلَّى فِيهِ.","","باب الصَّلاَةِ إِذَا قَدِمَ مِنْ سَفَرٍ","",""
60.0,1,8.0,60.0,"If one entered a mosque, one should offer two Rak'a (Tahayyat-al-Masjid) before sitting","","","باب إِذَا دَخَلَ الْمَسْجِدَ فَلْيَرْكَعْ رَكْعَتَيْنِ","",""
61.0,1,8.0,61.0,"Al-Hadath (passing wind) in the mosque","","","باب الْحَدَثِ فِي الْمَسْجِدِ","",""
62.0,1,8.0,62.0,"The construction of (the prophet's ﷺ) mosque","وَقَالَ أَبُو سَعِيدٍ كَانَ سَقْفُ الْمَسْجِدِ مِنْ جَرِيدِ النَّخْلِ. وَأَمَرَ عُمَرُ بِبِنَاءِ الْمَسْجِدِ وَقَالَ أَكِنَّ النَّاسَ مِنَ الْمَطَرِ، وَإِيَّاكَ أَنْ تُحَمِّرَ أَوْ تُصَفِّرَ، فَتَفْتِنَ النَّاسَ. وَقَالَ أَنَسٌ يَتَبَاهَوْنَ بِهَا، ثُمَّ لاَ يَعْمُرُونَهَا إِلاَّ قَلِيلاً. وَقَالَ ابْنُ عَبَّاسٍ لَتُزَخْرِفُنَّهَا كَمَا زَخْرَفَتِ الْيَهُودُ وَالنَّصَارَى.","","باب بُنْيَانِ الْمَسْجِدِ","",""
63.0,1,8.0,63.0,"To co-operate in building a mosque","{مَا كَانَ لِلْمُشْرِكِينَ أَنْ يَعْمُرُوا مَسَاجِدَ اللَّهِ شَاهِدِينَ عَلَى أَنْفُسِهِمْ بِالْكُفْرِ أُولَئِكَ حَبِطَتْ أَعْمَالُهُمْ وَفِي النَّارِ هُمْ خَالِدُونَ إِنَّمَا يَعْمُرُ مَسَاجِدَ اللَّهِ مَنْ آمَنَ بِاللَّهِ وَالْيَوْمِ الآخِرِ وَأَقَامَ الصَّلاَةَ وَآتَى الزَّكَاةَ وَلَمْ يَخْشَ إِلاَّ اللَّهَ فَعَسَى أُولَئِكَ أَنْ يَكُونُوا مِنَ الْمُهْتَدِينَ}.","","باب التَّعَاوُنِ فِي بِنَاءِ الْمَسْجِدِ","",""
64.0,1,8.0,64.0,"Employing the carpenter and the technical hand (artsan) in making the wooden pulpit or building the mosque","","","باب الاِسْتِعَانَةِ بِالنَّجَّارِ وَالصُّنَّاعِ فِي أَعْوَادِ الْمِنْبَرِ وَالْمَسْجِدِ","",""
65.0,1,8.0,65.0,"(The superiority of) whoever built a mosque","","","باب مَنْ بَنَى مَسْجِدًا","",""
66.0,1,8.0,66.0,"While passing through a mosque, (one should better) hold the arrowheads (with the hand)","","","باب يَأْخُذُ بِنُصُولِ النَّبْلِ إِذَا مَرَّ فِي الْمَسْجِدِ","",""
67.0,1,8.0,67.0,"Passing through the mosque (is permissible)","","","باب الْمُرُورِ فِي الْمَسْجِدِ","",""
68.0,1,8.0,68.0,"(What is said about) reciting poetry in the mosque?","","","باب الشِّعْرِ فِي الْمَسْجِدِ","",""
69.0,1,8.0,69.0,"The presence of spearmen (with their spears) in the mosque (is permissible)","","","باب أَصْحَابِ الْحِرَابِ فِي الْمَسْجِدِ","",""
70.0,1,8.0,70.0,"Mentioning about sales and purchases on the pulpit in the mosque","","","باب ذِكْرِ الْبَيْعِ وَالشِّرَاءِ عَلَى الْمِنْبَرِ فِي الْمَسْجِدِ","",""
71.0,1,8.0,71.0,"Asking a debtor to repay what he owes and catching the debtor in the mosque","","","باب التَّقَاضِي وَالْمُلاَزَمَةِ فِي الْمَسْجِدِ","",""
72.0,1,8.0,72.0,"Sweeping (cleaning) of the mosque and removing rags, dirt and sticks from it","","","باب كَنْسِ الْمَسْجِدِ وَالْتِقَاطِ الْخِرَقِ وَالْقَذَى وَالْعِيدَانِ","",""
73.0,1,8.0,73.0,"The order of banning the trade of alcoholic drinks was issues in the mosque","","","باب تَحْرِيمِ تِجَارَةِ الْخَمْرِ فِي الْمَسْجِدِ","",""
74.0,1,8.0,74.0,"Servants for the mosque","وَقَالَ ابْنُ عَبَّاسٍ: {نَذَرْتُ لَكَ مَا فِي بَطْنِي مُحَرَّرًا} لِلْمَسْجِدِ يَخْدُمُهُ.","","باب الْخَدَمِ لِلْمَسْجِدِ","",""
75.0,1,8.0,75.0,"To fasten a prisoner or a debtor in the mosque","","","باب الأَسِيرِ أَوِ الْغَرِيمِ يُرْبَطُ فِي الْمَسْجِدِ","",""
76.0,1,8.0,76.0,"To take a bath on embracing Islam and fasten a prisoner in the mosque","وَكَانَ شُرَيْحٌ يَأْمُرُ الْغَرِيمَ أَنْ يُحْبَسَ إِلَى سَارِيَةِ الْمَسْجِدِ.","","بَابُ الاِغْتِسَالِ إِذَا أَسْلَمَ، وَرَبْطِ الأَسِيرِ أَيْضًا فِي الْمَسْجِدِ","",""
77.0,1,8.0,77.0,"To pitch a tent in the mosque for patients, etc","","","باب الْخَيْمَةِ فِي الْمَسْجِدِ لِلْمَرْضَى وَغَيْرِهِمْ","",""
78.0,1,8.0,78.0,"To take the camel inside the mosque if necessary","وَقَالَ ابْنُ عَبَّاسٍ طَافَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عَلَى بَعِيرٍ.","","باب إِدْخَالِ الْبَعِيرِ فِي الْمَسْجِدِ لِلْعِلَّةِ","",""
79.0,1,8.0,79.0,CHAPER,"","","باب","",""
80.0,1,8.0,80.0,"Al-Khaukhah (a small door) and a path in the mosque","","","باب الْخَوْخَةِ وَالْمَمَرِّ فِي الْمَسْجِدِ","",""
81.0,1,8.0,81.0,"The doors and locks of the Kabah and the mosques","قَالَ أَبُو عَبْدِ اللَّهِ وَقَالَ لِي عَبْدُ اللَّهِ بْنُ مُحَمَّدٍ حَدَّثَنَا سُفْيَانُ عَنِ ابْنِ جُرَيْجٍ قَالَ: قَالَ لِي ابْنُ أَبِي مُلَيْكَةَ يَا عَبْدَ الْمَلِكِ، لَوْ رَأَيْتَ مَسَاجِدَ ابْنِ عَبَّاسٍ وَأَبْوَابَهَا.","","باب الأَبْوَابِ وَالْغَلَقِ لِلْكَعْبَةِ وَالْمَسَاجِدِ","",""
82.0,1,8.0,82.0,"The entering of a pagan in the mosque","","","باب دُخُولِ الْمُشْرِكِ الْمَسْجِدَ","",""
83.0,1,8.0,83.0,"Raising the voice in the mosque","","","باب رَفْعِ الصَّوْتِ فِي الْمَسَاجِدِ","",""
84.0,1,8.0,84.0,"The religious gathering in circles and sitting in the mosque","","","باب الْحِلَقِ وَالْجُلُوسِ فِي الْمَسْجِدِ","",""
85.0,1,8.0,85.0,"To lie flat (on the back) in the mosque","","","باب الاِسْتِلْقَاءِ فِي الْمَسْجِدِ وَمَدِّ الرِّجْلِ","",""
86.0,1,8.0,86.0,"(If) a mosque (is built) on a road, it should not be a cause of harm for the people","وَبِهِ قَالَ الْحَسَنُ وَأَيُّوبُ وَمَالِكٌ.","","باب الْمَسْجِدِ يَكُونُ فِي الطَّرِيقِ مِنْ غَيْرِ ضَرَرٍ بِالنَّاسِ","",""
87.0,1,8.0,87.0,"To offer As-Salat (the prayers) in a mosque situated in a market","وَصَلَّى ابْنُ عَوْنٍ فِي مَسْجِدٍ فِي دَارٍ يُغْلَقُ عَلَيْهِمُ الْبَابُ.","","باب الصَّلاَةِ فِي مَسْجِدِ السُّوقِ","",""
88.0,1,8.0,88.0,"To clasp one's hands by interlocking the fingers in the mosque or outside the mosque","","","باب تَشْبِيكِ الأَصَابِعِ فِي الْمَسْجِدِ وَغَيْرِهِ","",""
89.0,1,8.0,89.0,"The mosques which are on the way to Al-Madina and the places where the Prophet (ﷺ) had offered Salat (Prayers)","وَالْمَوَاضِعِ الَّتِي صَلَّى فِيهَا النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ.","","بَابُ الْمَسَاجِدِ الَّتِي عَلَى طُرُقِ الْمَدِينَةِ","",""
90.0,1,8.0,90.0,"The Sutra of the Imam is also a Sutra for those who are behind him","","","باب سُتْرَةُ الإِمَامِ سُتْرَةُ مَنْ خَلْفَهُ","",""
91.0,1,8.0,91.0,"What should be the distance between the person offering Salat (prayer) and the Sutra?","","","باب قَدْرِ كَمْ يَنْبَغِي أَنْ يَكُونَ بَيْنَ الْمُصَلِّي وَالسُّتْرَةِ","",""
92.0,1,8.0,92.0,"To offer As-Salat (the prayer) using a Harba (a short spear) (as a Sutra)","","","باب الصَّلاَةِ إِلَى الْحَرْبَةِ","",""
93.0,1,8.0,93.0,"To offer As-Salat (the prayer) using an 'Anaza (a spear-headed stick) (as a Sutra)","","","باب الصَّلاَةِ إِلَى الْعَنَزَةِ","",""
94.0,1,8.0,94.0,"Sutra (for the prayer)in Makkah and elsewhere.","","","باب السُّتْرَةِ بِمَكَّةَ وَغَيْرِهَا","",""
95.0,1,8.0,95.0,"To offer As-Salat (the prayer) facing a pillar","وَقَالَ عُمَرُ الْمُصَلُّونَ أَحَقُّ بِالسَّوَارِي مِنَ الْمُتَحَدِّثِينَ إِلَيْهَا. وَرَأَى عُمَرُ رَجُلاً يُصَلِّي بَيْنَ أُسْطُوَانَتَيْنِ فَأَدْنَاهُ إِلَى سَارِيَةٍ فَقَالَ صَلِّ إِلَيْهَا.","","باب الصَّلاَةِ إِلَى الأُسْطُوَانَةِ","",""
96.0,1,8.0,96.0,"To offer non-congregational As-Salat (the prayers) between the pillars","","","باب الصَّلاَةِ بَيْنَ السَّوَارِي فِي غَيْرِ جَمَاعَةٍ","",""
97.0,1,8.0,97.0,CHAPTER,"","","باب","",""
98.0,1,8.0,98.0,"To offer As-Salat (the prayer) facing a Rahila camel, a tree or a camel saddle as a Sutra).","","","باب الصَّلاَةِ إِلَى الرَّاحِلَةِ وَالْبَعِيرِ وَالشَّجَرِ وَالرَّحْلِ","",""
99.0,1,8.0,99.0,"To offer As-Salat (the prayer) facing a bed","","","باب الصَّلاَةِ إِلَى السَّرِيرِ","",""
100.0,1,8.0,100.0,"The person offering Salat (prayer) should repulse that person who tries to pass in front of him","وَرَدَّ ابْنُ عُمَرَ فِي التَّشَهُّدِ وَفِي الْكَعْبَةِ وَقَالَ إِنْ أَبَى إِلاَّ أَنْ تُقَاتِلَهُ فَقَاتِلْهُ.","","باب يَرُدُّ الْمُصَلِّي مَنْ مَرَّ بَيْنَ يَدَيْهِ","",""
101.0,1,8.0,101.0,"The sin of a person who passes in front of a person offering Salat","","","باب إِثْمِ الْمَارِّ بَيْنَ يَدَىِ الْمُصَلِّي","",""
102.0,1,8.0,102.0,"A man facing a man while offering Salat (prayer)","وَكَرِهَ عُثْمَانُ أَنْ يُسْتَقْبَلَ الرَّجُلُ وَهُوَ يُصَلِّي، وَإِنَّمَا هَذَا إِذَا اشْتَغَلَ بِهِ، فَأَمَّا إِذَا لَمْ يَشْتَغِلْ فَقَدْ قَالَ زَيْدُ بْنُ ثَابِتٍ مَا بَالَيْتُ إِنَّ الرَّجُلَ لاَ يَقْطَعُ صَلاَةَ الرَّجُلِ.","","باب اسْتِقْبَالِ الرَّجُلِ صَاحِبَهُ أَوْ غَيْرَهُ فِي صَلاَتِهِ وَهُوَ يُصَلِّي","",""
103.0,1,8.0,103.0,"To offer As-Salat (the prayer) behind a sleeping person","","","باب الصَّلاَةِ خَلْفَ النَّائِمِ","",""
104.0,1,8.0,104.0,"To offer Nawafil (non-obligatory prayers) behind a sleeping woman","","","باب التَّطَوُّعِ خَلْفَ الْمَرْأَةِ","",""
105.0,1,8.0,105.0,"Whoever says ""Nothing annuls As-Salat (the prayer) (i.e. nothing of what others do, not the praying person himself).""","","","باب مَنْ قَالَ لاَ يَقْطَعُ الصَّلاَةَ شَىْءٌ","",""
106.0,1,8.0,106.0,"If a small girl is carried on one's neck during the Salat (prayer)","","","باب إِذَا حَمَلَ جَارِيَةً صَغِيرَةً عَلَى عُنُقِهِ فِي الصَّلاَةِ","",""
107.0,1,8.0,107.0,"To offer Salat (prayer) facing a bed occupied by a menstruatng woman","","","باب إِذَا صَلَّى إِلَى فِرَاشٍ فِيهِ حَائِضٌ","",""
108.0,1,8.0,108.0,"Is it permissible to touch or push one's wife in prostration in order to prostrate properly?","","","باب هَلْ يَغْمِزُ الرَّجُلُ امْرَأَتَهُ عِنْدَ السُّجُودِ لِكَىْ يَسْجُدَ","",""
109.0,1,8.0,109.0,"A woman can remove troublesome or offensive things from a person in Salat (prayer)","","","باب الْمَرْأَةِ تَطْرَحُ عَنِ الْمُصَلِّي، شَيْئًا مِنَ الأَذَى","",""
1.0,1,9.0,1.0,"The times of As-Salat (the prayers) and the superiority of offering Salat (prayers) in time","وَقَوْلِهِ: {إِنَّ الصَّلاَةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَوْقُوتًا} وَقَّتَهُ عَلَيْهِمْ.","","باب مَوَاقِيتِ الصَّلاَةِ وَفَضْلِهَا","",""
2.0,1,9.0,2.0,"The Statement of Alah","","","بَابُ: {مُنِيبِينَ إِلَيْهِ وَاتَّقُوهُ وَأَقِيمُوا الصَّلاَةَ وَلاَ تَكُونُوا مِنَ الْمُشْرِكِينَ}","",""
3.0,1,9.0,3.0,"To give the Bai'ah (pledge) for Iqamat-as-Salat [the offering of As-Salat (the prayers).","","","باب الْبَيْعَةِ عَلَى إِقَامَةِ الصَّلاَةِ","",""
4.0,1,9.0,4.0,"As-Salat (the prayers) is expiation (of sins)","","","باب الصَّلاَةُ كَفَّارَةٌ","",""
5.0,1,9.0,5.0,"Superiority of offering As-Salat (the prayers) at the stated times","","","باب فَضْلِ الصَّلاَةِ لِوَقْتِهَا","",""
6.0,1,9.0,6.0,"The five Salat (prayers) are expiations (of sins)","","","باب الصَّلَوَاتُ الْخَمْسُ كَفَّارَةٌ","",""
7.0,1,9.0,7.0,"Not offering As-Salat (the prayers) at its stated fixed time","","","باب تَضْيِيعِ الصَّلاَةِ عَنْ وَقْتِهَا","",""
8.0,1,9.0,8.0,"A person in Salat (prayer) is speaking in private to his Lord (Allah)","","","باب الْمُصَلِّي يُنَاجِي رَبَّهُ عَزَّ وَجَلَّ","",""
9.0,1,9.0,9.0,"In severe heat, offer Zuhr prayers when it becomes (a bit) cooler","","","باب الإِبْرَادِ بِالظُّهْرِ فِي شِدَّةِ الْحَرِّ","",""
10.0,1,9.0,10.0,"When going on a journey, pray Zuhr prayer when it becomes cooler","","","باب الإِبْرَادِ بِالظُّهْرِ فِي السَّفَرِ","",""
11.0,1,9.0,11.0,"The time of Zuhr prayer is when the sun declines (just after mid-day)","وَقَالَ جَابِرٌ كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يُصَلِّي بِالْهَاجِرَةِ.","","باب وَقْتِ الظُّهْرِ عِنْدَ الزَّوَالِ","",""
12.0,1,9.0,12.0,"To deny the Zuhr (prayer) up to the 'Asr (prayer) time","","","باب تَأْخِيرِ الظُّهْرِ إِلَى الْعَصْرِ","",""
13.0,1,9.0,13.0,"The time of the Asr prayer","","","باب وَقْتِ الْعَصْرِ","",""
14.0,1,9.0,14.0,"The sin of one who misses the 'Asr prayer (intentionally)","","","باب إِثْمِ مَنْ فَاتَتْهُ الْعَصْرُ","",""
15.0,1,9.0,15.0,"One who omits (does not offer) the 'Asr prayer (intentionally)","","","باب مَنْ تَرَكَ الْعَصْرَ","",""
16.0,1,9.0,16.0,"Superiority of the 'Asr prayer","","","باب فَضْلِ صَلاَةِ الْعَصْرِ","",""
17.0,1,9.0,17.0,"Whoever got (or was able to offer) only one Rak'a of the 'Asr prayer before sunset","","","باب مَنْ أَدْرَكَ رَكْعَةً مِنَ الْعَصْرِ قَبْلَ الْغُرُوبِ","",""
18.0,1,9.0,18.0,"The time of the Maghrib prayer (evening prayer)","وَقَالَ عَطَاءٌ يَجْمَعُ الْمَرِيضُ بَيْنَ الْمَغْرِبِ وَالْعِشَاءِ.","","باب وَقْتِ الْمَغْرِبِ","",""
19.0,1,9.0,19.0,"Whoever disliked to call the Maghrib prayer as the 'Isha' prayer","","","باب مَنْ كَرِهَ أَنْ يُقَالَ لِلْمَغْرِبِ الْعِشَاءُ","",""
20.0,1,9.0,20.0,"The mention of 'Isha' and 'Atama and whoever took the two names as one and the same","قَالَ أَبُو هُرَيْرَةَ عَنِ النَّبِيِّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ: «أَثْقَلُ الصَّلاَةِ عَلَى الْمُنَافِقِينَ الْعِشَاءُ وَالْفَجْرُ». وَقَالَ: «لَوْ يَعْلَمُونَ مَا فِي الْعَتَمَةِ وَالْفَجْرِ». قَالَ أَبُو عَبْدِ اللَّهِ وَالاِخْتِيَارُ أَنْ يَقُولَ الْعِشَاءُ لِقَوْلِهِ تَعَالَى: {وَمِنْ بَعْدِ صَلاَةِ الْعِشَاءِ}. وَيُذْكَرُ عَنْ أَبِي مُوسَى قَالَ كُنَّا نَتَنَاوَبُ النَّبِيَّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ عِنْدَ صَلاَةِ الْعِشَاءِ فَأَعْتَمَ بِهَا. وَقَالَ ابْنُ عَبَّاسٍ وَعَائِشَةُ أَعْتَمَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِالْعِشَاءِ. وَقَالَ بَعْضُهُمْ عَنْ عَائِشَةَ أَعْتَمَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بِالْعَتَمَةِ. وَقَالَ جَابِرٌ كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يُصَلِّي الْعِشَاءَ. وَقَالَ أَبُو بَرْزَةَ كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يُؤَخِّرُ الْعِشَاءَ. وَقَالَ أَنَسٌ أَخَّرَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الْعِشَاءَ الآخِرَةَ. وَقَالَ ابْنُ عُمَرَ وَأَبُو أَيُّوبَ وَابْنُ عَبَّاسٍ رَضِيَ اللَّهُ عَنْهُمْ صَلَّى النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ الْمَغْرِبَ وَالْعِشَاءَ.","","باب ذِكْرِ الْعِشَاءِ وَالْعَتَمَةِ وَمَنْ رَآهُ وَاسِعًا","",""
21.0,1,9.0,21.0,"The time of the Isha prayer. If the people get together (pray earlier), and if they come late (delay it)","","","باب وَقْتِ الْعِشَاءِ إِذَا اجْتَمَعَ النَّاسُ أَوْ تَأَخَّرُوا","",""
22.0,1,9.0,22.0,"Superiority of the 'Isha prayer","","","باب فَضْلِ الْعِشَاءِ","",""
23.0,1,9.0,23.0,"What is disliked about sleeping before the 'Isha prayer","","","باب مَا يُكْرَهُ مِنَ النَّوْمِ قَبْلَ الْعِشَاءِ","",""
24.0,1,9.0,24.0,"Sleeping before the 'Isha prayer if (one is) over-whelmed by it (sleep)","","","باب النَّوْمِ قَبْلَ الْعِشَاءِ لِمَنْ غُلِبَ","",""
25.0,1,9.0,25.0,"Time of the 'Isha prayer is up to the middle of the night","وَقَالَ أَبُو بَرْزَةَ كَانَ النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ يَسْتَحِبُّ تَأْخِيرَهَا.","","باب وَقْتِ الْعِشَاءِ إِلَى نِصْفِ اللَّيْلِ","",""
26.0,1,9.0,26.0,"Superiority of the Fajr (early morning) prayer","","","باب فَضْلِ صَلاَةِ الْفَجْرِ","",""
27.0,1,9.0,27.0,"Time of the Fajr (early morning) prayer","","","باب وَقْتِ الْفَجْرِ","",""
28.0,1,9.0,28.0,"Whoever got (or was able to offer) one Rak'a of the Fajr prayer (in time). [One Rak'a means, one standing, one bowing, and two prostrations].","","","باب مَنْ أَدْرَكَ مِنَ الْفَجْرِ رَكْعَةً","",""
29.0,1,9.0,29.0,"Whoever got (or was able to offer) one Rak'a of a prayer (in time)","","","باب مَنْ أَدْرَكَ مِنَ الصَّلاَةِ رَكْعَةً","",""
30.0,1,9.0,30.0,"What is said regarding the offering of As-Salat (the prayers) between the Fajr prayer and sunrise.","","","باب الصَّلاَةِ بَعْدَ الْفَجْرِ حَتَّى تَرْتَفِعَ الشَّمْسُ","",""
31.0,1,9.0,31.0,"One should not try to offer As-Salat (the prayers) just before sunset","","","باب لاَ يَتَحَرَّى الصَّلاَةَ قَبْلَ غُرُوبِ الشَّمْسِ","",""
32.0,1,9.0,32.0,"Whoever did not dislike to offer optional prayers except after the compulsory prayers of 'Asr and Fajr only","رَوَاهُ عُمَرُ وَابْنُ عُمَرَ وَأَبُو سَعِيدٍ وَأَبُو هُرَيْرَةَ.","","باب مَنْ لَمْ يَكْرَهِ الصَّلاَةَ إِلاَّ بَعْدَ الْعَصْرِ وَالْفَجْرِ","",""
33.0,1,9.0,33.0,"To offer the missed Salat (prayers) and the like after the 'Asr prayer","وَقَالَ كُرَيْبٌ عَنْ أُمِّ سَلَمَةَ صَلَّى النَّبِيُّ صَلَّى اللَّهُ عَلَيْهِ وَسَلَّمَ بَعْدَ الْعَصْرِ رَكْعَتَيْنِ وَقَالَ: «شَغَلَنِي نَاسٌ مِنْ عَبْدِ الْقَيْسِ عَنِ الرَّكْعَتَيْنِ بَعْدَ الظُّهْرِ».","","باب مَا يُصَلَّى بَعْدَ الْعَصْرِ مِنَ الْفَوَائِتِ وَنَحْوِهَا","",""
34.0,1,9.0,34.0,"To offer (the 'Asr prayers) earlier on a cloudy day","","","باب التَّبْكِيرِ بِالصَّلاَةِ فِي يَوْمِ غَيْمٍ","",""
35.0,1,9.0,35.0,"The Adhan for the Salat (prayer) after its stated time is over","","","باب الأَذَانِ بَعْدَ ذَهَابِ الْوَقْتِ","",""
36.0,1,9.0,36.0,"Whoever led the people in Salat (prayer) after its time was over","","","باب مَنْ صَلَّى بِالنَّاسِ جَمَاعَةً بَعْدَ ذَهَابِ الْوَقْتِ","",""
37.0,1,9.0,37.0,"One who forgets a Salat (prayer) should offer it when he remembers it, and should not repeat anything except that particular prayer","وَقَالَ إِبْرَاهِيمُ مَنْ تَرَكَ صَلاَةً وَاحِدَةً عِشْرِينَ سَنَةً لَمْ يُعِدْ إِلاَّ تِلْكَ الصَّلاَةَ الْوَاحِدَةَ.","","باب مَنْ نَسِيَ صَلاَةً فَلْيُصَلِّ إِذَا ذَكَرَهَا وَلاَ يُعِيدُ إِلاَّ تِلْكَ الصَّلاَةَ","",""
38.0,1,9.0,38.0,"The Qada of prayers (Qada means to perform or offer or do a missed religious obligation after its stated time)","","","باب قَضَاءِ الصَّلَوَاتِ الأُولَى فَالأُولَى","",""
